emp_length,homeownership,annual_income,verified_income,debt_to_income,credit_checks,total_credit_limit,total_credit_utilized,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,issue_month
1,MORTGAGE,105000,Not Verified,21.15,1,179445,157471,0,debt_consolidation,7500,36,6.08,A,Feb-18
10,RENT,70000,Source Verified,21.19,0,74749,55141,0,debt_consolidation,24400,60,13.59,C,Jan-18
1,RENT,150000,Not Verified,5.78,0,100535,100506,0,debt_consolidation,10000,36,10.42,B,Feb-18
0,RENT,70000,Source Verified,17.47,3,66353,47113,0,credit_card,10000,36,6.72,A,Jan-18
10,RENT,95000,Source Verified,17.16,0,66439,52753,0,debt_consolidation,18000,36,12.61,C,Feb-18
0,OWN,70000,Source Verified,18.69,0,47950,30377,1,debt_consolidation,15000,36,14.08,C,Feb-18
10,MORTGAGE,50000,Not Verified,15.58,0,92656,78613,0,other,15000,60,18.06,D,Jan-18
1,RENT,56000,Source Verified,12.43,0,38500,37123,0,debt_consolidation,14000,36,9.44,B,Jan-18
NA,OWN,16200,Verified,10.52,1,8000,3747,0,other,1500,36,11.99,B,Jan-18
10,MORTGAGE,55000,Verified,5.93,3,228900,13452,0,debt_consolidation,13000,36,7.35,A,Mar-18
2,RENT,44200,Not Verified,30.9,1,64167,40255,0,debt_consolidation,10000,36,7.34,A,Mar-18
10,MORTGAGE,46000,Verified,45.21,0,198400,76119,0,debt_consolidation,40000,60,16.01,C,Mar-18
1,OWN,65000,Source Verified,29.56,3,120721,159525,1,other,6000,36,19.03,D,Feb-18
NA,OWN,108000,Source Verified,14.66,4,275050,50704,0,credit_card,24000,60,9.44,B,Feb-18
7,RENT,49000,Source Verified,38.75,0,92570,67384,0,other,9600,36,15.05,C,Mar-18
7,RENT,66000,Verified,24.67,1,91092,71243,1,debt_consolidation,26500,60,18.45,D,Mar-18
10,OWN,90000,Not Verified,4.79,1,40444,19724,0,credit_card,4500,36,9.93,B,Jan-18
10,MORTGAGE,48000,Source Verified,28.38,2,165555,61469,0,debt_consolidation,16000,36,6.07,A,Mar-18
1,RENT,50000,Not Verified,16.5,0,142141,141312,0,other,6000,36,9.44,B,Feb-18
2,OWN,52000,Not Verified,21.7,2,221241,28404,0,credit_card,21600,36,6.71,A,Mar-18
1,MORTGAGE,100000,Source Verified,23.34,2,116570,92670,0,debt_consolidation,28000,60,13.58,C,Mar-18
6,RENT,71000,Source Verified,17.06,2,62527,21676,0,other,18000,60,20,D,Feb-18
10,MORTGAGE,85000,Verified,16.79,1,286115,71751,0,home_improvement,17000,60,15.05,C,Feb-18
3,RENT,42500,Not Verified,14.46,1,18520,12299,1,home_improvement,6650,36,17.09,D,Jan-18
3,MORTGAGE,45000,Verified,7.65,1,98100,8855,0,debt_consolidation,12000,60,17.09,D,Jan-18
10,MORTGAGE,35000,Not Verified,6.65,0,151230,4536,1,debt_consolidation,4500,36,9.44,B,Jan-18
10,OWN,170000,Source Verified,32.32,3,502577,188518,0,credit_card,36000,60,10.42,B,Jan-18
6,RENT,180000,Source Verified,7.31,5,192970,43432,0,credit_card,30000,36,11.99,B,Jan-18
NA,OWN,63000,Source Verified,12.61,1,48100,18267,0,debt_consolidation,15000,36,13.58,C,Mar-18
6,MORTGAGE,31000,Verified,16.03,2,19100,11718,0,debt_consolidation,5000,36,15.05,C,Feb-18
10,MORTGAGE,165200,Source Verified,1.06,3,625700,5037,0,home_improvement,40000,36,7.35,A,Jan-18
0,MORTGAGE,32000,Source Verified,4.91,1,10100,3264,0,credit_card,4000,36,9.44,B,Jan-18
10,MORTGAGE,78000,Source Verified,15.28,2,121585,10977,0,debt_consolidation,14000,60,10.9,B,Mar-18
9,OWN,56000,Not Verified,7.82,1,20000,10715,0,credit_card,20000,60,14.08,C,Jan-18
3,MORTGAGE,75000,Source Verified,16.83,1,246865,40329,0,other,20000,36,10.91,B,Jan-18
2,RENT,63000,Verified,23.43,5,47092,33631,0,debt_consolidation,18000,36,17.09,D,Jan-18
6,MORTGAGE,76000,Source Verified,4.99,7,300580,3850,0,house,40000,60,9.44,B,Jan-18
0,MORTGAGE,300000,Source Verified,15.27,0,669055,158158,0,credit_card,24000,60,15.05,C,Feb-18
7,RENT,60000,Not Verified,21.34,0,80432,26401,0,debt_consolidation,8000,36,7.34,A,Mar-18
7,MORTGAGE,82000,Source Verified,9.18,1,43555,28611,0,credit_card,15000,60,11.99,B,Jan-18
4,RENT,25000,Source Verified,17.53,2,16414,6018,0,debt_consolidation,7000,36,15.04,C,Mar-18
4,MORTGAGE,55000,Verified,33.82,1,233706,34091,0,debt_consolidation,5000,36,23.88,E,Jan-18
8,RENT,120000,Source Verified,9.41,0,38020,13867,0,debt_consolidation,16100,36,24.84,E,Mar-18
5,OWN,75000,Not Verified,3.82,1,44500,53191,0,debt_consolidation,15000,60,18.45,D,Feb-18
10,MORTGAGE,60000,Source Verified,9.38,4,31988,17365,0,car,35000,60,21.45,D,Jan-18
10,MORTGAGE,72000,Not Verified,28.04,1,275294,48069,0,debt_consolidation,8300,36,10.41,B,Mar-18
10,MORTGAGE,95000,Not Verified,12.22,0,331835,38672,0,other,3500,36,6.07,A,Feb-18
2,RENT,35200,Verified,1.93,0,25500,2885,0,car,10400,36,14.08,C,Feb-18
0,RENT,23000,Verified,12.84,1,21377,12569,0,credit_card,6000,36,11.99,B,Jan-18
8,MORTGAGE,180000,Not Verified,9.62,1,365056,105380,0,debt_consolidation,32000,60,9.43,B,Mar-18
10,RENT,91380,Not Verified,14.21,4,53769,15083,0,debt_consolidation,20000,36,10.41,B,Mar-18
4,OWN,89000,Not Verified,21.91,5,73791,40227,1,credit_card,20000,36,16.02,C,Jan-18
10,MORTGAGE,124000,Verified,20.6,8,343998,139989,0,debt_consolidation,36000,60,12.61,C,Feb-18
10,MORTGAGE,34000,Source Verified,20.97,5,128630,26761,0,debt_consolidation,7200,36,10.91,B,Jan-18
5,MORTGAGE,58000,Not Verified,5.01,0,170502,3517,0,other,2000,36,6.07,A,Mar-18
10,MORTGAGE,85800,Not Verified,23.61,2,141665,76067,0,debt_consolidation,20000,36,10.41,B,Mar-18
4,RENT,70000,Not Verified,16.44,3,101714,26213,0,debt_consolidation,8000,36,6.08,A,Feb-18
2,RENT,50000,Source Verified,0.82,4,21000,3328,0,other,15000,36,9.44,B,Jan-18
10,RENT,90000,Source Verified,4.77,4,25700,13088,1,debt_consolidation,8400,36,13.59,C,Jan-18
5,RENT,250000,Not Verified,6.22,0,60510,23153,0,debt_consolidation,24000,36,7.97,A,Feb-18
NA,RENT,24000,Verified,21.5,1,20950,6772,0,debt_consolidation,7700,36,7.35,A,Jan-18
NA,RENT,24000,Source Verified,4.68,8,18800,1619,0,other,1500,36,10.91,B,Jan-18
3,RENT,30000,Not Verified,14.58,2,22887,18996,0,debt_consolidation,2000,36,18.06,D,Jan-18
2,RENT,40000,Source Verified,30.36,2,116935,63119,0,debt_consolidation,13000,60,13.59,C,Feb-18
4,MORTGAGE,175000,Source Verified,6.32,3,478203,282203,0,debt_consolidation,35000,60,10.41,B,Feb-18
4,RENT,28000,Verified,65.2,8,91988,70020,0,debt_consolidation,10000,36,14.07,C,Mar-18
10,OWN,60000,Verified,1,4,31500,1251,0,other,16000,60,12.62,C,Feb-18
7,OWN,26500,Source Verified,10.19,1,22300,7090,0,debt_consolidation,10000,36,10.9,B,Mar-18
7,MORTGAGE,25000,Verified,21.36,6,24698,17465,0,other,12000,60,16.02,C,Jan-18
1,MORTGAGE,109000,Source Verified,27.22,2,334327,70590,0,other,23000,60,12.62,C,Jan-18
10,RENT,55000,Not Verified,32.93,0,184766,53675,0,other,8000,36,12.61,C,Feb-18
10,MORTGAGE,117650,Source Verified,12.91,2,51575,29901,0,credit_card,8400,36,10.91,B,Jan-18
3,OWN,49000,Verified,13.69,5,69804,22686,0,house,35000,36,12.62,C,Jan-18
10,MORTGAGE,125000,Source Verified,1.31,1,197600,9381,1,major_purchase,25000,36,6.72,A,Feb-18
6,MORTGAGE,54200,Not Verified,28.65,3,252121,32893,0,debt_consolidation,25000,36,14.08,C,Feb-18
5,RENT,120000,Source Verified,8.05,5,68200,30329,0,debt_consolidation,16000,60,18.06,D,Feb-18
8,RENT,80000,Source Verified,1.86,1,9900,4682,0,debt_consolidation,15000,36,10.42,B,Jan-18
2,RENT,60000,Source Verified,3.3,0,9500,5854,0,debt_consolidation,17000,36,13.59,C,Feb-18
10,MORTGAGE,83500,Source Verified,30.06,4,509582,96556,0,debt_consolidation,11200,60,7.97,A,Feb-18
5,MORTGAGE,82767.78,Verified,17.49,1,159128,55230,0,debt_consolidation,2000,36,16.02,C,Jan-18
10,RENT,94000,Verified,44.49,3,189792,97604,1,debt_consolidation,10000,36,18.06,D,Jan-18
NA,RENT,15972,Verified,51.94,0,35475,20660,0,debt_consolidation,9500,36,16.01,C,Feb-18
9,MORTGAGE,62004,Source Verified,14.34,0,139768,31967,0,debt_consolidation,20000,36,9.93,B,Feb-18
3,MORTGAGE,55000,Not Verified,18.31,3,81878,30342,0,credit_card,10000,36,7.97,A,Jan-18
5,RENT,70000,Source Verified,23.32,0,68347,42203,0,credit_card,35000,60,12.61,C,Mar-18
NA,MORTGAGE,58000,Verified,28.97,0,200362,27375,0,major_purchase,8000,36,7.34,A,Feb-18
3,RENT,39000,Not Verified,5.29,5,24311,21664,0,debt_consolidation,6000,36,10.42,B,Jan-18
2,MORTGAGE,98700,Source Verified,12.04,1,253203,18901,0,home_improvement,40000,36,10.91,B,Feb-18
0,RENT,45000,Source Verified,2.88,0,20100,4019,0,major_purchase,1500,36,6.07,A,Mar-18
10,MORTGAGE,120000,Source Verified,8.14,2,33212,25425,1,credit_card,20000,36,9.44,B,Jan-18
5,RENT,68000,Not Verified,28.49,5,451728,75690,0,credit_card,16800,60,18.06,D,Jan-18
1,MORTGAGE,31000,Source Verified,15.95,7,86105,75529,0,small_business,35500,60,30.79,G,Mar-18
10,RENT,84000,Verified,21.75,3,133146,50242,0,other,38825,60,9.93,B,Jan-18
10,OWN,44600,Not Verified,31.03,3,82679,53588,0,debt_consolidation,14500,60,16.02,C,Jan-18
4,MORTGAGE,110000,Verified,60.3,1,254705,173655,0,home_improvement,30000,36,10.41,B,Mar-18
4,MORTGAGE,53500,Verified,32.72,4,231470,41977,0,credit_card,32000,36,19.03,D,Feb-18
1,MORTGAGE,85000,Not Verified,14.44,2,221278,41678,0,credit_card,20000,36,12.62,C,Feb-18
9,MORTGAGE,90000,Source Verified,19.23,1,279763,54917,0,other,20000,36,7.97,A,Feb-18
2,MORTGAGE,83207,Source Verified,12.89,2,98834,73130,0,debt_consolidation,20000,36,9.93,B,Jan-18
10,MORTGAGE,40000,Source Verified,20.58,2,235559,18657,0,home_improvement,10000,36,12.62,C,Jan-18
1,RENT,36144,Source Verified,16,6,25146,21029,0,debt_consolidation,12000,36,14.08,C,Feb-18
10,RENT,106000,Verified,29.4,3,107651,76824,0,debt_consolidation,35000,36,17.47,D,Mar-18
3,MORTGAGE,170000,Not Verified,22.83,4,1043794,84066,0,debt_consolidation,16400,36,16.02,C,Jan-18
10,OWN,43200,Not Verified,14,0,18871,9935,0,debt_consolidation,5000,36,11.99,B,Jan-18
10,MORTGAGE,97000,Source Verified,18.3,2,382614,55596,0,debt_consolidation,10000,36,10.41,B,Mar-18
5,MORTGAGE,82000,Verified,29.49,2,442478,66677,0,debt_consolidation,25000,60,21.85,D,Mar-18
2,RENT,102000,Not Verified,17.28,4,64085,32643,0,credit_card,10000,36,17.09,D,Jan-18
0,RENT,45000,Source Verified,4.27,1,7700,6632,0,major_purchase,10000,36,18.06,D,Jan-18
2,RENT,75000,Not Verified,16.06,0,70486,59731,1,credit_card,20000,36,11.99,B,Jan-18
10,MORTGAGE,37000,Source Verified,12.91,1,56416,10319,0,car,16000,60,12.62,C,Jan-18
6,RENT,90000,Source Verified,14.01,2,73900,67101,0,debt_consolidation,30000,60,10.9,B,Mar-18
4,MORTGAGE,150000,Not Verified,17.18,3,464109,258843,0,debt_consolidation,15750,36,7.34,A,Mar-18
2,RENT,34625.64,Source Verified,8.08,0,109616,146933,0,other,2200,36,18.06,D,Jan-18
0,RENT,120000,Source Verified,11.13,1,43995,20051,0,vacation,21000,60,19.03,D,Feb-18
4,MORTGAGE,45000,Source Verified,22.77,1,210944,43925,0,credit_card,6500,36,15.05,C,Feb-18
8,OWN,136000,Not Verified,22.82,1,237090,73984,0,medical,24725,60,9.43,B,Mar-18
10,RENT,37000,Source Verified,19.89,2,33650,13597,0,credit_card,8400,36,11.99,B,Jan-18
9,RENT,45000,Source Verified,30.8,1,101273,62667,0,other,1450,36,7.97,A,Feb-18
10,OWN,52000,Source Verified,2.35,1,421597,3465,0,home_improvement,20000,60,9.44,B,Feb-18
NA,MORTGAGE,27610,Verified,18.57,4,118400,11838,1,debt_consolidation,6100,36,26.77,E,Mar-18
0,MORTGAGE,125000,Source Verified,22.92,4,428905,101789,1,debt_consolidation,20000,60,10.42,B,Feb-18
7,OWN,74620,Source Verified,0.45,1,209500,2860,0,house,18000,36,9.92,B,Mar-18
10,MORTGAGE,125000,Source Verified,19.62,4,616120,98378,0,major_purchase,20000,60,17.09,D,Jan-18
3,MORTGAGE,137000,Source Verified,18.6,3,150047,82821,0,credit_card,28000,60,16.02,C,Feb-18
5,OWN,36598,Verified,10.05,1,69969,42168,0,debt_consolidation,16800,36,10.9,B,Mar-18
9,MORTGAGE,36000,Verified,29.83,1,55912,44283,0,debt_consolidation,10000,36,16.02,C,Jan-18
4,RENT,41000,Source Verified,18.82,1,33111,15291,0,debt_consolidation,5000,36,15.04,C,Mar-18
7,OWN,52000,Not Verified,17.4,0,43300,15795,0,home_improvement,13000,36,5.31,A,Mar-18
3,RENT,60000,Source Verified,9.33,0,6400,6411,0,credit_card,7200,36,14.07,C,Mar-18
1,RENT,12000,Source Verified,25.8,2,49382,37545,0,credit_card,2975,36,13.59,C,Mar-18
NA,OWN,46219,Verified,20.8,2,62019,37271,0,debt_consolidation,20000,36,6.72,A,Jan-18
0,RENT,45000,Not Verified,3.76,0,8500,5627,0,debt_consolidation,6000,36,6.08,A,Jan-18
1,RENT,81000,Not Verified,10.82,0,71545,21923,0,debt_consolidation,14000,60,7.34,A,Mar-18
NA,MORTGAGE,70000,Not Verified,27.52,2,475698,50580,0,credit_card,10000,36,10.42,B,Jan-18
6,RENT,65000,Not Verified,16.19,0,29300,20207,0,debt_consolidation,25000,60,21.85,D,Mar-18
8,RENT,24000,Source Verified,6.51,0,16090,7980,0,debt_consolidation,5000,36,11.99,B,Jan-18
5,MORTGAGE,70000,Source Verified,4.73,0,172310,8232,0,other,2500,36,6.72,A,Jan-18
10,MORTGAGE,80000,Verified,54.26,1,492461,134295,0,medical,30000,60,15.04,C,Mar-18
7,MORTGAGE,51500,Verified,14.4,0,176049,105342,0,debt_consolidation,20000,60,17.09,D,Jan-18
1,RENT,36000,Not Verified,31.17,0,59584,44961,0,credit_card,9000,36,9.93,B,Feb-18
9,MORTGAGE,103000,Verified,26.94,2,256695,57371,0,debt_consolidation,27400,60,13.58,C,Mar-18
6,OWN,45000,Verified,40.96,13,127030,99918,0,home_improvement,40000,36,16.01,C,Mar-18
10,MORTGAGE,180000,Not Verified,24.55,1,878143,189430,0,debt_consolidation,40000,36,6.08,A,Jan-18
6,MORTGAGE,75000,Not Verified,23.2,7,393883,56898,0,debt_consolidation,8000,36,10.91,B,Jan-18
NA,OWN,50256,Not Verified,28.37,0,120600,41322,0,other,5000,36,6.07,A,Mar-18
0,RENT,23000,Verified,32.62,0,35992,25935,0,debt_consolidation,12800,60,26.3,E,Jan-18
10,OWN,76000,Verified,36.13,1,244261,143193,0,debt_consolidation,33600,36,12.62,C,Jan-18
10,MORTGAGE,63000,Verified,39.64,5,272091,87834,0,debt_consolidation,13000,36,21.45,D,Feb-18
9,RENT,50000,Not Verified,31.16,2,71113,53076,0,debt_consolidation,12000,36,18.45,D,Mar-18
6,MORTGAGE,80000,Not Verified,19.13,2,244727,58840,0,credit_card,18000,60,9.44,B,Jan-18
10,MORTGAGE,135000,Verified,1.33,0,375300,2557,0,debt_consolidation,17000,36,6.08,A,Jan-18
1,RENT,32844,Source Verified,22.1,0,44715,26747,0,debt_consolidation,3200,36,7.97,A,Jan-18
10,RENT,42000,Not Verified,24.83,1,46863,24785,1,credit_card,13500,36,13.58,C,Feb-18
10,MORTGAGE,93300,Verified,21.63,1,321163,63465,0,credit_card,19200,60,14.07,C,Mar-18
4,OWN,240000,Verified,3.04,0,599890,797760,0,medical,10500,36,9.93,B,Feb-18
3,OWN,93700,Source Verified,25.13,2,287342,120650,0,credit_card,8000,36,5.31,A,Feb-18
7,RENT,65000,Source Verified,22.91,3,107570,55962,0,debt_consolidation,10000,36,10.41,B,Feb-18
9,RENT,50000,Not Verified,16.37,0,26700,14938,0,debt_consolidation,15000,36,6.08,A,Jan-18
7,OWN,110000,Not Verified,20.66,5,220834,93192,0,credit_card,12000,36,6.07,A,Mar-18
10,OWN,84000,Verified,9.7,1,193459,20212,0,credit_card,15600,60,13.58,C,Mar-18
10,RENT,254000,Source Verified,33.06,2,278256,180019,0,credit_card,5900,36,18.06,D,Feb-18
0,OWN,30000,Source Verified,16.3,1,43799,21133,0,credit_card,9600,36,9.93,B,Feb-18
10,OWN,48000,Verified,29.35,1,100839,46839,0,debt_consolidation,12000,36,10.41,B,Mar-18
2,RENT,71000,Source Verified,27.6,0,66979,42384,1,debt_consolidation,25000,36,10.41,B,Mar-18
10,MORTGAGE,155000,Source Verified,23.71,0,350993,82253,0,debt_consolidation,22325,36,17.09,D,Feb-18
NA,RENT,31200,Not Verified,33.38,0,34218,14989,0,debt_consolidation,8400,36,9.92,B,Mar-18
2,RENT,82000,Source Verified,13.24,1,42819,25509,0,debt_consolidation,15000,36,15.05,C,Feb-18
5,RENT,90000,Source Verified,12.4,1,69800,37258,0,small_business,30000,36,7.96,A,Mar-18
10,OWN,50000,Not Verified,24,2,119524,39342,0,moving,25000,60,9.92,B,Mar-18
NA,MORTGAGE,55000,Verified,6,0,258624,152582,0,credit_card,16000,36,6.08,A,Feb-18
6,RENT,40000,Source Verified,18.57,17,39863,39183,0,debt_consolidation,6500,36,16.01,C,Mar-18
0,RENT,11000,Not Verified,8.95,0,6000,2761,0,debt_consolidation,12000,60,21.45,D,Feb-18
4,RENT,35000,Not Verified,18.18,9,30031,21314,0,debt_consolidation,5000,36,16.02,C,Feb-18
7,RENT,89000,Source Verified,17.46,1,109882,54577,0,debt_consolidation,30000,36,6.08,A,Jan-18
NA,OWN,65000,Source Verified,10.4,4,26400,15564,1,credit_card,3000,36,6.08,A,Jan-18
8,RENT,73000,Source Verified,10.03,1,36182,30246,0,debt_consolidation,17000,36,17.09,D,Feb-18
2,OWN,70000,Verified,17.01,0,47774,32244,0,debt_consolidation,20000,60,12.62,C,Feb-18
2,OWN,36000,Source Verified,1.67,1,64700,948,0,other,3000,36,5.32,A,Feb-18
1,RENT,43000,Source Verified,5.64,2,39900,32387,0,credit_card,10000,36,16.01,C,Mar-18
10,MORTGAGE,54100,Source Verified,15.37,7,35015,18043,1,home_improvement,2300,36,10.91,B,Feb-18
2,MORTGAGE,70000,Verified,9.26,6,478577,11771,0,medical,12000,60,9.44,B,Feb-18
3,RENT,32500,Source Verified,27.33,1,110020,82491,0,debt_consolidation,5600,36,9.92,B,Mar-18
10,MORTGAGE,102000,Source Verified,17.14,5,262895,45998,0,debt_consolidation,25000,60,16.01,C,Feb-18
2,OWN,16000,Not Verified,8.33,2,48465,51447,0,other,1750,36,20,D,Jan-18
NA,MORTGAGE,30000,Not Verified,19.84,2,56500,16274,0,debt_consolidation,16000,36,13.59,C,Jan-18
10,MORTGAGE,38272,Not Verified,38.04,1,141937,50627,0,debt_consolidation,18400,60,14.08,C,Jan-18
10,RENT,78000,Verified,30.06,2,127728,55300,0,debt_consolidation,26000,60,17.09,D,Jan-18
2,RENT,153000,Not Verified,5.88,2,60261,30393,0,debt_consolidation,15000,36,14.08,C,Feb-18
NA,OWN,55000,Source Verified,12.13,4,45700,11214,0,debt_consolidation,10000,60,23.87,E,Mar-18
10,OWN,71000,Source Verified,15.21,0,67685,32069,0,credit_card,19200,36,9.92,B,Feb-18
10,MORTGAGE,88000,Source Verified,13.27,5,255232,33064,1,debt_consolidation,9800,36,9.92,B,Mar-18
0,RENT,40000,Not Verified,8.04,0,19900,6092,0,credit_card,7700,36,10.91,B,Feb-18
0,OWN,90000,Not Verified,12.92,4,48800,27378,0,other,4500,36,16.01,C,Mar-18
NA,OWN,40000,Source Verified,12.12,4,49600,16811,0,major_purchase,6600,36,7.35,A,Jan-18
6,MORTGAGE,30000,Verified,34.8,3,138727,19084,0,debt_consolidation,13825,60,16.01,C,Mar-18
9,MORTGAGE,70000,Verified,19.44,1,244125,44545,0,debt_consolidation,24000,60,20.39,D,Mar-18
10,RENT,71000,Not Verified,24.61,1,158444,54288,0,debt_consolidation,16000,36,10.41,B,Feb-18
NA,RENT,18000,Not Verified,15.53,0,13300,6380,1,debt_consolidation,9000,36,12.62,C,Jan-18
7,MORTGAGE,47000,Verified,50.74,2,192783,64079,0,debt_consolidation,28975,36,16.02,C,Jan-18
10,RENT,65000,Verified,29.06,1,68201,43165,0,debt_consolidation,31200,60,21.45,D,Jan-18
3,RENT,110000,Verified,21.14,4,109368,83049,0,credit_card,35000,60,24.85,E,Feb-18
10,OWN,80969.94,Verified,22.45,0,80566,62012,0,debt_consolidation,20000,60,21.85,D,Mar-18
10,MORTGAGE,60000,Not Verified,18.46,2,45600,29844,1,debt_consolidation,16000,36,10.9,B,Mar-18
10,MORTGAGE,63000,Source Verified,14.38,1,368007,24075,1,debt_consolidation,10000,36,11.98,B,Mar-18
0,RENT,56000,Not Verified,14.23,2,52600,30614,0,credit_card,4500,36,7.97,A,Feb-18
6,MORTGAGE,22568,Verified,57.66,0,215257,39720,0,debt_consolidation,40000,60,16.01,C,Mar-18
6,MORTGAGE,52250,Verified,24.17,1,246420,77074,0,credit_card,10000,60,10.9,B,Mar-18
0,OWN,61000,Not Verified,23.57,3,66390,46044,0,other,20000,36,12.62,C,Jan-18
4,MORTGAGE,5000,Not Verified,216.83,2,60096,35939,0,home_improvement,33600,36,10.41,B,Feb-18
NA,RENT,52440,Verified,5.72,1,23400,9778,0,debt_consolidation,20000,36,15.04,C,Mar-18
10,MORTGAGE,30000,Not Verified,32,0,28400,17686,1,credit_card,16500,36,19.42,D,Mar-18
10,OWN,75000,Source Verified,35.07,2,100021,40608,0,credit_card,30000,60,25.81,E,Mar-18
NA,RENT,23000,Not Verified,23.64,2,19100,9721,1,credit_card,8500,36,16.02,C,Jan-18
3,RENT,50000,Source Verified,19.36,1,60222,46613,0,debt_consolidation,6800,36,6.71,A,Feb-18
10,MORTGAGE,80000,Source Verified,13.86,2,175052,38998,0,debt_consolidation,15400,60,12.62,C,Feb-18
0,MORTGAGE,55000,Verified,16.17,2,243746,19223,0,credit_card,15000,36,9.93,B,Jan-18
NA,MORTGAGE,80901,Verified,14.35,2,243545,56736,0,debt_consolidation,30000,36,18.45,D,Mar-18
0,RENT,47000,Not Verified,8.45,1,12800,7662,0,debt_consolidation,6500,36,13.59,C,Jan-18
0,OWN,36420,Source Verified,22.73,2,54251,37511,0,debt_consolidation,19200,60,13.59,C,Feb-18
10,RENT,125000,Source Verified,4.63,1,28500,17146,0,credit_card,27000,60,23.88,E,Feb-18
6,MORTGAGE,37000,Verified,20.61,4,222183,8035,0,debt_consolidation,12800,36,7.35,A,Feb-18
3,RENT,45000,Source Verified,11.68,0,24900,17234,0,debt_consolidation,10000,36,10.9,B,Mar-18
10,MORTGAGE,44000,Verified,61.18,1,235536,222190,0,debt_consolidation,32000,36,22.91,E,Jan-18
NA,OWN,33661.32,Not Verified,27.81,1,54245,29458,0,debt_consolidation,10000,36,14.08,C,Feb-18
6,RENT,85000,Not Verified,13.06,0,49399,30744,0,credit_card,10500,36,7.35,A,Jan-18
6,RENT,20562,Verified,12.49,1,10547,4975,0,debt_consolidation,12500,60,17.47,D,Feb-18
10,MORTGAGE,60000,Not Verified,16.5,3,339258,48899,1,debt_consolidation,10000,60,10.42,B,Feb-18
2,MORTGAGE,120000,Source Verified,7.86,0,444506,26901,0,home_improvement,1200,36,9.92,B,Mar-18
5,RENT,65000,Source Verified,13.85,0,58700,22404,0,credit_card,20000,36,9.92,B,Feb-18
10,OWN,80000,Verified,20.82,8,85689,45286,1,debt_consolidation,30000,60,25.82,E,Jan-18
9,OWN,86000,Not Verified,10.02,0,58600,28611,0,credit_card,14000,36,6.72,A,Jan-18
10,MORTGAGE,75000,Not Verified,0.69,1,351100,1825,0,other,10000,36,6.08,A,Feb-18
10,MORTGAGE,72000,Source Verified,20.94,4,171812,45896,0,debt_consolidation,20000,36,16.02,C,Jan-18
0,MORTGAGE,40000,Source Verified,19.26,2,135310,66398,0,credit_card,3500,36,7.35,A,Jan-18
6,MORTGAGE,43000,Source Verified,22.33,1,310992,16257,0,debt_consolidation,18000,60,9.43,B,Mar-18
0,MORTGAGE,80000,Verified,11.47,2,409149,31904,1,debt_consolidation,25000,60,16.02,C,Feb-18
10,MORTGAGE,100000,Not Verified,18.28,2,240481,43617,0,debt_consolidation,15000,36,7.96,A,Mar-18
1,RENT,74000,Source Verified,9.37,0,190113,132468,0,other,8000,36,6.07,A,Mar-18
NA,RENT,14568,Source Verified,2.06,1,10500,479,0,other,1000,36,15.05,C,Jan-18
10,RENT,39000,Not Verified,22.34,0,67777,67209,0,debt_consolidation,8000,36,19.03,D,Jan-18
2,MORTGAGE,90000,Not Verified,26.21,4,99577,83230,0,home_improvement,1125,36,18.06,D,Feb-18
